Rpe,0.00028607,K/W
Rpc,0.00028607,K/W
Rwe,0.0491488,K/W
Rwc,0.299942,K/W
Rie,5.21774e-05,K/W
Ric,5.21774e-05,K/W
Rva,1.36943e-11,K/W
Rpa,21.1775,K/W
Rwa,149810,K/W
Rwa,149810,K/W
Rp,21.1778,K/W
Rw,149810,K/W
Rv,0.349768,K/W
Rt,44.0704,K/W
R_ext_e,0,K/W
R_ext_c,43.7263,K/W
